title,type,description,disciplines,organization,keywords,program_work_experience_required,url
Accelerator Science Program to Increase Representation in Engineering (ASPIRE) Fellowship,"Type: Masters Fellowships, Undergraduate Fellowships","The ASPIRE Fellows participate in the design, development, and construction of world-leading particle accelerators presently under construction at Fermilab. The ASPIRE fellowship provides immersive learning experiences, at Fermilab, to undergraduate and graduate (masters) engineering students, who are historically and contemporarily underrepresented in accelerator engineering fields, including Black, LatinX, and Indigenous identities, and women. The Fellowship lasts 15-18 months and fellows are paid while in residence. Applicants must be U.S. citizen or permanent resident at time of application.","Disciplines: Engineering, Technology",Fermi National Accelerator Laboratory,"Keywords: Black / African American, Engineering, Graduate Fellowships, Indigenous, Latino, Minority, Professional Development, STEM, Technology, Undergraduate Fellowships, Underrepresented, Women",Work Experience: Any,https://www.profellow.com/fellowship/accelerator-science-program-to-increase-representation-in-engineering-aspire-fellowship/
The Goldwater Scholarship Program,Type: Undergraduate Fellowships,"The Goldwater Scholarship Program, one of the oldest and most prestigious national scholarships in the natural sciences, engineering, and mathematics in the United States, seeks to identify and support college sophomores and juniors who show exceptional promise of becoming this Nation’s next generation of research leaders in these fields. Each Goldwater Scholar annually receives an amount equal to the cost of tuition, mandatory fees, books, and room and board minus the amount of support provided for by other sources, up to a maximum of $7,500. Internal application deadlines are set by each participating university.","Disciplines: Social Sciences / Liberal Arts, Science, Engineering, Technology",Barry Goldwater Scholarship and Excellence in Education Foundation,"Keywords: Engineering, Leadership, Mathematics, Natural Sciences, Research, Science, STEM, Undergraduate, Undergraduate Research, Undergraduate Scholarship",Work Experience: Any,https://www.profellow.com/fellowship/the-goldwater-scholarship-program/
John Hope Franklin Dissertation Fellowship,Type: Doctoral Fellowships,"The John Hope Franklin Dissertation Fellowship is designed to support an outstanding doctoral student at an American university or an exceptional American doctoral student abroad who is completing the dissertation. Fellows must be admitted to candidacy, have completed all other coursework, and be prepared to devote full time for 12 months – with no teaching obligations – to dissertation research and writing. The award is for $28,000 and above.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Creative Arts, Communications, Engineering, Public Service, Technology, Law, International Affairs",American Philosophical Society (APS),"Keywords: American University, Dissertation, Dissertation Research, Doctoral, Doctoral Study",Work Experience: Any,https://www.profellow.com/fellowship/john-hope-franklin-dissertation-fellowship/
"John C. Slater Predoctoral Fellowship in the History of Science, Technology, and Medicine",Type: Doctoral Fellowships,"These yearlong residential fellowships are offered to advanced Ph.D. students working on topics related to the history of science, technology, and medicine. The 12-month fellowship is intended for advanced Ph.D. students working toward the completion of the dissertation. The caliber of the project, and evidence that the project will be completed in a timely manner, are the two most important criteria for selection. The selection committee will also take into consideration the need to be at the APS Library & Museum and other research institutions in the Philadelphia area. All successful applicants will be awarded a stipend amount of $25,000.","Disciplines: Medicine / Health Sciences, Science, Technology",American Philosophical Society (APS),"Keywords: Dissertation, Dissertation Research, History of Science, Medicine, Ph.D., Predoctoral, Predoctoral Research, Research, Science, Technology",Work Experience: Any,https://www.profellow.com/fellowship/john-c-slater-predoctoral-fellowship-in-the-history-of-science-technology-and-medicine/
APHIS Foreign Service Agriculture Fellowship,"Type: Doctoral Fellowships, Masters Fellowships","The AFSFP Agriculture Fellowship seeks outstanding individuals interested in contributing to the health and safety of U.S. agriculture through international engagement. The fellowship provides educational and professional support and a unique pathway to a rewarding career as a Foreign Service Officer in the U.S. Department of Agriculture’s Animal and Plant Health Inspection Service Foreign Service. You must be seeking enrollment into a two-year graduate degree at Tuskegee University’s College of Agriculture, Environment & Nutrition Sciences (CAENS) OR be currently enrolled in a CAENS Ph.D. program.","Disciplines: Medicine / Health Sciences, Science, Public Service, Technology, International Affairs",U.S. Department of Agriculture (USDA),"Keywords: Agriculture, Federal Government, Foreign Service, International Affairs, International Relations, Plant Biology, Public Service, STEM",Work Experience: Any,https://www.profellow.com/fellowship/afsfp-agriculture-fellowship/
Rachel Carson Council Fellowship Program,Type: Masters Fellowships,"The Rachel Carson Council Fellowship Program is designed to identify outstanding students with a passion for environmental education, organizing, and advocacy and provide them with financial support to carry out valuable projects or campaigns on behalf of the RCC. As a part of the program, students propose projects focused on sustainability and environmental justice that they wish to carry out on their campus or in their community. RCC Fellows receive a $2,000 stipend for their work during the academic year and attend a 2–3-day summer training program with their cohort hosted by RCC staff to sharpen their writing, advocacy, and organizing skills.","Disciplines: Science, Public Service, Technology",Rachel Carson Council,"Keywords: Education, Environment, Environmental, Environmental Conservation, Environmental Education, environmental justice, Renewable Energy, Social Impact, Social Justice, Sustainability",Work Experience: Any,https://www.profellow.com/fellowship/rachel-carson-council-fellowship-program/
Echoing Green Fellowship,Type: Professional Fellowships,"This is a full-time, 1.5 year Fellowship for people working on a plan to make the world better in a big way through their own organizations. Social innovators, visionary leaders and change-makers who identify as Black, Indigenous, and people of color who are committed to upending structural oppression and creating change in their communities so that all people can thrive are strongly encourage to apply. Fellows can be based anywhere in the world and must be the primary decision-maker and able to commit full-time to your organization. Organizations can be structured as a nonprofit, for-profit, or hybrid. A stipend over 18 months (80,000 USD) is provided.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Creative Arts, Communications, Engineering, Technology, Law, International Affairs",Echoing Green,"Keywords: Black / African American, Entrepreneurs, Entrepreneurship, Environment, Indigenous, Leadership, nonprofit, Social Change, Social Entrepreneurship, Social Impact, social innovation","Work Experience: 0-5, 5-10, 10+",https://www.profellow.com/fellowship/echoing-green-fellowship/
The Harry C. Sigman Graduate Fellowship,Type: Doctoral Fellowships,"The Harry C. Sigman Graduate Fellowship is a one-year fellowship for outstanding UCLA graduate students with a scholarly interest in the field of Israel Studies. The fellow serves as a research assistant, primarily carrying out research for the Center director, and also assists with the Nazarian Center’s bi-annual publication. Award amount of up to $8,000. Preference is given first or second-year Ph.D. students in a wide range of disciplines, including, but not limited to history, political science, economics, sociology, anthropology, literature, visual and performing arts.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Creative Arts, Communications, Engineering, Public Service, Technology, Law, International Affairs",UCLA Y&S Nazarian Center for Israel Studies,"Keywords: American Literature, Anthropology, Creative Arts, Economics, Graduate Fellowships, History, Multidisciplinary, Performing Arts, Ph.D., PhD Research, Political Science, Research, Sociology, UCLA",Work Experience: Any,https://www.profellow.com/fellowship/the-harry-c-sigman-graduate-fellowship/
Phi Kappa Phi Dissertation Fellowship,Type: Doctoral Fellowships,"The Honor Society of Phi Kappa Phi annually awards ten Dissertation Fellowships of $10,000 each to active members who are doctoral candidates and are completing dissertations. The fellowship supports students in the dissertation writing stage of doctoral study. Awards are for 12 months of dissertation writing. All pre-dissertation requirements should be met by the application deadline, including approval of the dissertation proposal. The Dissertation Fellowship is open to all active (dues current) Phi Kappa Phi members who attend a U.S. regionally accredited, doctoral-granting institution of higher education.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Creative Arts, Communications, Engineering, Public Service, Technology, Law, International Affairs",The Honor Society of Phi Kappa Phi,"Keywords: Dissertation Research, Doctoral Fellowship, Graduate Fellowships, PhD Research, Research",Work Experience: Any,https://www.profellow.com/fellowship/phi-kappa-phi-dissertation-fellowship/
Phi Kappa Phi Fellowship,"Type: Doctoral Fellowships, Masters Fellowships","The Phi Kappa Phi Fellows Program funds first-year graduate students who are pursuing post-baccalaureate degrees across any academic or professional discipline. Endorsed by their local chapter, fellows go on to study at some of the nation’s top graduate schools. There are currently fifty Fellowships of $8,500 each, six at $20,000 each, and two at $35,000 each. Fellows are active members of Phi Kappa Phi who applied to a full-time post-baccalaureate program of study at an accredited US or international institution. International students are eligible. Selection is based on the applicant’s promise of success in graduate or professional study.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Creative Arts, Communications, Engineering, Public Service, Technology, Law, International Affairs",The Honor Society of Phi Kappa Phi,"Keywords: Graduate Fellowships, Graduate Scholarships, International Students, Phi Kappa Phi, United States",Work Experience: Any,https://www.profellow.com/fellowship/phi-kappa-phi-fellowship/
WARA Residency Fellowship,Type: Professional Fellowships,"The West African Research Association offers Residencies for WARA member institutions to host a West African Scholar on their campus. Each residency will last 4-8 weeks and will provide the visiting scholar with opportunities for research, lecturing, and collaborative work with American colleagues. WARA will pay the round-trip travel costs of the selected scholar as well as a stipend of $3500 to help cover meals and local transportation costs. Host institutions are encouraged to provide additional support in the form of housing, office space, library privileges, laboratory facilities, or other supports for the period of the residency.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Creative Arts, Communications, Engineering, Public Service, Technology, International Affairs",West Africa Research Association,"Keywords: Research, Residency, United States, West Africa","Work Experience: 5-10, 10+",https://www.profellow.com/fellowship/wara-residency-fellowship/
AACSRE Emerging Fellows Program,"Type: Doctoral Fellowships, Post-doctoral Fellowships","The Academic Advisory Council for Signage Research and Education (AACSRE), through its Emerging Fellows program, will provide research support for projects related to the societal benefits of on-premise signs. The research support is intended to stimulate and extend research projects by scholars from public and private universities in the United States who have demonstrated promise in conducting research related to signage. Fellowships of up to $10,000 per year will be awarded.  Priority for these fellowships will be given to pre-tenured faculty, but post-docs and graduate students may also submit applications.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Creative Arts, Communications, Engineering, Public Service, Technology, Law, International Affairs",Academic Advisory Council for Signage Research and Education (AACSRE),"Keywords: Design Engineering, Engineering, Faculty, Graduate Fellowships, Graphic Design, Marketing, Marketing Research, Post-doctoral, Research",Work Experience: Any,https://www.profellow.com/fellowship/aacsre-emerging-fellows-program/
Hanley Sustainability Institute Graduate Fellowship Program,Type: Masters Fellowships,"The Hanley Sustainability Institute (HSI) at the University of Dayton has launched a graduate fellowship program to attract high-quality students with sustainability interests to the Master of Science in Renewable and Clean Energy Engineering offered by the School of Engineering. Applications are invited for the six specific opportunities in sustainability, each of which consists of a research project mentored by a faculty member and complementary programmatic efforts within HSI. Successful candidates will receive financial support in the form of tuition and a stipend, guaranteed for the academic year and renewable for an additional semester or academic year pending satisfactory progress.","Disciplines: Science, Engineering",University of Dayton,"Keywords: Energy, Environment, Full Funding, Graduate Study, Master's, Ohio, Research, Sustainability, United States",Work Experience: Any,https://www.profellow.com/fellowship/hanley-sustainability-institute-graduate-fellowship-program/
Coding it Forward Fellowship,"Type: Doctoral Fellowships, Masters Fellowships, Undergraduate Fellowships, Summer Fellowships, Professional Fellowships","Coding it Forward Fellowship is a paid, 10-week summer opportunity for early-career technologists. Fellows work across cybersecurity, data, design, product, and software to build a more equitable and effective government for all. Fellows work 40 hours per week from June to August, and primarily work remotely in the United States, with limited in-person roles available. The Fellowship is open to current students and recent graduates. With a variety of technical skills, Fellows add critical capacity to government offices looking to stay ahead of the technological curve.","Disciplines: Public Service, Technology",Coding it Forward,"Keywords: Coding, Computer Science, Data Analytics, Data Engineering, Data Science, Early Career, Federal Government, Government, Graphic Design, Online, Online Fellowship, Product Management, Public Service, Remote, Software Engineering, Tech, Technologist, Technology, UI Design, User Research, UX Design, Virtual, Visual Design",Work Experience: 0-5,https://www.profellow.com/fellowship/civic-digital-fellowship/
Senior Congressional Innovation Fellowship,Type: Professional Fellowships,"The Senior Congressional Innovation Fellowship is an opportunity for mid-career technology professionals to get hands on experience working in Congress and learn about the policymaking process. Fellows work with TechCongress to choose a placement with a Member or Congress or Congressional Committee and report directly to a senior staffer (like a Chief of Staff or Staff Director) in that office. Candidates have 8+ years of work or postgraduate study. Fellows receive an annual $86,700 stipend and other benefits. This is a full-time position based in Washington, DC.","Disciplines: Public Service, Technology",TechCongress,"Keywords: Computer Science, Congress, Experienced Professionals, Government, Mid-Career, Software Engineering, Technology, Technology Policy, United States, Washington DC","Work Experience: 5-10, 10+",https://www.profellow.com/fellowship/senior-congressional-innovation-fellowship/
Bessemer Fellowship Program,"Type: Undergraduate Fellowships, Summer Fellowships","Bessemer Fellows intern with growing technology companies to acquire invaluable work experience and access to mentors, industry professionals and the Bessemer Fellows community. Fellows will work at a Bessemer-funded company for 8-12 weeks over the summer. In addition, fellows shadow the investment or operations teams and receive individualized career advice. There are social events and opportunities to hear from thought leaders within the Bessemer portfolio. Fellows are current third-year undergraduate students in engineering, product, or data science. Applications from students with underrepresented backgrounds in tech are encouraged.","Disciplines: Business, Engineering, Technology",Bessemer Venture Partners,"Keywords: Business, Computer Science, Data Science, Design, Entrepreneurship, Minorities, Product Management, Startups, Technology, Undergraduates, Venture Capital",Work Experience: Any,https://www.profellow.com/fellowship/bessemer-fellowship-program/
Military Fellows Program,Type: Masters Fellowships,,"Disciplines: Engineering, Public Service, Technology, International Affairs",Lincoln Laboratory,"Keywords: Graduate Fellowships, Massachusetts, Military, Military Sciences, MIT, National Security, Research, STEM, Veterans",Work Experience: Any,https://www.profellow.com/fellowship/military-fellows-program/
Hugh Morris Fellowship,"Type: Doctoral Fellowships, Masters Fellowships",,"Disciplines: Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Engineering",Kimberley Foundation,"Keywords: Canada, Climate Change, Environment, Graduate, Leadership, Master's, Social Sciences, Sustainability",Work Experience: Any,https://www.profellow.com/fellowship/hugh-morris-fellowship/
Hack.Diversity Technology Fellowship for Minorities,Type: Professional Fellowships,"Hack.Diversity is an 8-month career development program for Black, Latinx, or otherwise underrepresented tech talent to launch and advance careers as software engineers, IT professionals, and data analysts in the Boston innovation economy. Hack.Diversity Fellows receive benefits including technical project experience, job application, and technical interview skills, industry exposure and network building, mentorship from industry professionals, access to interviews at paid summer internship opportunities, and more.",Disciplines: Technology,Hack Diversity,"Keywords: Boston, Computer Science, Data Science, Minorities, Minority, New York City, Silicon Valley, Technologist, Technology","Work Experience: none, 0-5",https://www.profellow.com/fellowship/hack-diversity-technology-fellowship-for-minorities/
Ford Foundation Global Fellowship,Type: Professional Fellowships,"The Ford Foundation Global Fellowship aims to identify and connect emerging leaders from across the globe who are advancing innovative ideas and solutions to combat inequality—and give them the support to work better, faster, and deeper.  Fellows will attend multi-day convenings, held in different regions across the world and learn from site visits, guest speakers, and other experiences. Fellows will also develop and pursue an Individual Learning Plan to advance their own leadership development. Fellows receive a $25,000 stipend and all travel costs are paid. Candidates must be nominated, learn more at the website.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Creative Arts, Communications, Engineering, Public Service, Technology, Law, International Affairs",Ford Foundation,"Keywords: Economic Policy, International, Leadership, Mid-Career, Part-time, Social Impact, Social Justice","Work Experience: 5-10, 10+",https://www.profellow.com/fellowship/ford-foundation-global-fellowship/
Foreign Affairs Information Technology (FAIT) Fellowship,"Type: Masters Fellowships, Undergraduate Fellowships","The Foreign Affairs Information Technology (FAIT) Fellowship is an opportunity for students to pursue an IT-related degree and launch a career in the U.S. Foreign Service as an Information Management Specialist. Fellows receive up to $43,500 annually for their junior and senior years in an IT-related undergrad program, or for a two-year master’s program. These funds are applied toward tuition, room and board, books, mandatory fees, and some travel expenses. Plus, you’ll receive stipends, housing and travel allowances for the two summer internship experiences. Applicants must be a U.S. citizen and enrolled in an undergraduate program relevant to Information Technology and entering the junior year OR seeking admission in an IT-related master’s degree program, at a U.S.-based accredited institution.","Disciplines: Engineering, Technology, International Affairs",US Department of State,"Keywords: Computer Science, Cybersecurity, Engineering, Federal Government, Foreign Service, Full Funding, Information Technology, International Affairs, Undergraduate Study",Work Experience: Any,https://www.profellow.com/fellowship/foreign-affairs-information-technology-fait-fellowship/
Kirchner Food Fellowship,Type: Masters Fellowships,"The Kirchner Fellowship is an opportunity for University Students to be impact venture capitalists for an academic year. One stream includes a Fellowship specifically for graduates of Historically Black Colleges and Universities (HBCUs). The program believes that while the amount of impact investment capital increases, access to that capital for entrepreneurs in underserved regions and communities does not. To improve, unique investment approaches that align interests and focus on local ecosystem development for early-stage growth companies are needed. Assembling, training, and empowering young diverse student investment teams for this purpose is the core mission of the fellowship. The program provides a small scholarship, covers travel and accommodation, and provides the capital necessary for investment. Candidates must be enrolled in a United States, Canada, Mexico, or Central American university.","Disciplines: Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Public Service, Technology, International Affairs",Kirchner Impact Foundation,"Keywords: Agriculture, Canada, Environment, Food Security, HBCU, Impact Investing, Investing, Mexico, Minority, Online, Part-time, Poverty, Social Enterprise, Social Impact, Sustainability, United States, Venture Capital, Virtual",Work Experience: Any,https://www.profellow.com/fellowship/kirchner-food-fellowship/
Cybersecurity Talent Initiative,Type: Professional Fellowships,"The Cybersecurity Talent Initiative recruits our nation’s next cadre of cybersecurity leaders to protect the digital infrastructure from global threats.  Recent graduates,  students in undergraduate or graduate degree programs in cybersecurity-related fields have a unique opportunity to jump-start their professional lives with access to cross-sector cyber roles and developmental support through leadership development seminars, mentorship, and training. Students spend two years gaining valuable public sector experience in a federal agency. As their service ends, participants will be invited to apply for select positions with some of the most innovative private sector companies in the world.","Disciplines: Public Service, Technology",Partnership for Public Service,"Keywords: Cybersecurity, Federal Government, Homeland Security, International Security, Recent graduates, Technology",Work Experience: Any,https://www.profellow.com/fellowship/cybersecurity-talent-initiative/
The Gates Scholarship,Type: Undergraduate Fellowships,,"Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Creative Arts, Communications, Engineering, Public Service, Technology, Law, International Affairs",Bill & Melinda Gates Foundation,"Keywords: Undergraduate Study, United States",Work Experience: Any,https://www.profellow.com/fellowship/the-gates-scholarship/
Global Undergraduate Exchange Program,Type: Undergraduate Fellowships,"The Global Undergraduate Exchange Program brings future leaders to the U.S. for a year of study at a U.S. institution to experience the U.S. educational system, share their culture, and explore U.S. culture and values. Participants leave the U.S. with tools to become leaders in their professions and communities. Fellows must be over 18 and be citizens of and currently residing in a Global UGRAD participating country. They must be enrolled as an undergraduate in good standing at any accredited university, have a solid command of written and spoken English, and be committed to returning to their home country after finishing the fellowship.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Creative Arts, Communications, Engineering, Public Service, Technology, Law, International Affairs",US Department of State,"Keywords: International, Non-U.S. Citizen, Study Abroad, Undergraduate Study, United States",Work Experience: Any,https://www.profellow.com/fellowship/global-undergraduate-exchange-program/
National Security Institute Technologist Fellowship,Type: Professional Fellowships,"The NSI Technologist fellowship recruits technologists from across the country and gives them the core tools they need to effectively engage policymakers in both the legislative and executive branches on cyber issues. NSI Technologist fellows have the opportunity to engage with cyber experts and leading technology and national security policymakers. The fellowship is a year-long program with 4 multi-day sessions held throughout the calendar year in both Washington, D.C. and another major city. Fellows receive travel and accommodation expenses.",Disciplines: Technology,The National Security Institute,"Keywords: Cybersecurity, Part-time, Public Policy, Technology, Technology Policy","Work Experience: 0-5, 5-10, 10+",https://www.profellow.com/fellowship/national-security-institute-technologist-fellowship/
Bowery Capital Fellowship,"Type: Masters Fellowships, Summer Fellowships","This Bowery Capital Fellowship is a 10-week summer program that pairs recent graduates with host companies to learn the various elements of sales and business operations at high-growth software businesses. Fellows are introduced to a mentor through the Bowery Capital network that is specifically chosen based on their ultimate career goals and interests. Fellows should have a strong interest in the startup ecosystem and how sales, marketing, and account management impact a company’s success. Fellows are paid directly through the host company.","Disciplines: Business, Technology",Bowery Capital,"Keywords: Business, Marketing, Recent graduates, Silicon Valley, Startups, Summer, Technology, Venture Capital",Work Experience: Any,https://www.profellow.com/fellowship/bowery-capital-fellowship/
FORT: LA Fellowship in Residential Architecture,Type: Masters Fellowships,"FORT: LA developed the Fellowship in Residential Architecture to meet two central objectives regarding LA County’s residential architectural treasures: 1) Bring greater cohesion and accessibility to existing archival content, and; 2) Contribute new and compelling findings and content to the knowledge base. FORT Fellows will conduct research and field study in architecture, heritage/historic preservation, historic design, art history, region-specific urban planning, and other related programs of study. All applications will be considered regardless of educational attainment or field of expertise. Fellows are awarded up to $5,000.","Disciplines: Social Sciences / Liberal Arts, Creative Arts, Engineering",Friends Of Residential Treasures: LA (FORT:LA),"Keywords: Architecture, Archives, Creative Arts, Engineering, Historic Conservation, Historic Preservation, History, Part-time, Research, Urban Design, Urban Planning",Work Experience: Any,https://www.profellow.com/fellowship/fort-la-fellowship-in-residential-architecture/
Graduate Fellowships for STEM Diversity,"Type: Doctoral Fellowships, Masters Fellowships","Graduate Fellowships for STEM Diversity offers fellowships to students in the physical sciences and engineering fields, emphasizing the recruitment of a diverse applicant pool. Fellowships last for up to six years, provide a $20,000 annual stipend, and cover all tuition. This opportunity also allows a fellow to hold a research or teaching assistantship, including one or two paid summer internships with a government agency. A mentor will also be provided. If you have previously interned, have been employed, or are employed by a government agency or laboratory, you can ask your mentor or supervisor to directly nominate you for this fellowship.","Disciplines: Science, Engineering, Technology",Graduate Fellowships for STEM Diversity (GFSD),"Keywords: Engineering, Full Funding, Fully Funded Master's, Fully Funded PhD, Graduate Study, Master's, Multi-year, PhD, Physical Sciences, Science, STEM",Work Experience:,https://www.profellow.com/fellowship/graduate-fellowships-for-stem-diversity/
"AAUW Research Publication Grant in Engineering, Medicine, and Science",Type: Post-doctoral Fellowships,"AAUW’s Research Publication Grant in Engineering, Medicine, and Science funds women conducting research for a project that will culminate in a scholarly scientific publication. The grantee must plan to publish this research in a scholarly scientific publication within six months of the end of the grant year and be listed as the sole author, senior author, first author, or author of equivalent significance. Applicants must be women who hold a doctorate degree in engineering, medicine, or the physical or biological sciences. The award amount will range from $10,000-$35,000. The grant year will run from July 1 to June 30.","Disciplines: Medicine / Health Sciences, Science, Engineering, Technology",American Association of University Women (AAUW),"Keywords: Engineering, Medicine, PhD, Post-doctoral, Research Publication Grant, Science, STEM, Technology, United States, Washington DC, Women","Work Experience: 0-5, 5-10, 10+",https://www.profellow.com/fellowship/aauw-research-publication-grant-in-engineering-medicine-and-science/
Digital Humanities Associate Fellowship,"Type: Masters Fellowships, Undergraduate Fellowships","The Digital Humanities Associate Fellowship Program is designed for students currently enrolled in a master’s degree program or completing their undergraduate education. Students outside the field of history are encouraged to apply. Fellows will develop and conduct independent research projects under the supervision of a Museum mentor, interact with staff and visiting scholars in residence, and audit special summer seminars and research workshops that explore challenging questions still to be addressed by Holocaust scholarship. Fellows are required to be in residence at the Museum for nine months and will be provided a stipend of $3,000/month.","Disciplines: Social Sciences / Liberal Arts, Technology",The Mandel Center for Advanced Holocaust Studies,"Keywords: Digital, Graduate Study, Holocaust, Humanities, Jewish Studies, Master's, Multidisciplinary, Museum Studies, Research, Undergraduate, Washington DC",Work Experience: Any,https://www.profellow.com/fellowship/digital-humanities-associate-fellowship/
Center for Security and Emerging Technology Research Fellow,Type: Professional Fellowships,"The Center for Security and Emerging Technology Research Fellow will be responsible for developing, proposing, and leading research projects, monitoring trends and developments in AI, computing, and national security policy, providing research support, and more. Fellows must possess a graduate (Master’s, JD, PhD) degree in a relevant field and have at least 3 years of progressive experience in research and policy analysis including familiarity with interpreting and visualizing data. Preferred candidates are proficient in a foreign language, statistics and data analysis and possess research experience in national security and technology policy.","Disciplines: Science, Engineering, Technology, International Affairs","Georgetown University, Center for Security and Emerging Technology","Keywords: Artificial Intelligence, Computational Science, CSET researchers, Cyber Fellows, CyberAI, Cybersecurity, Data Analysis, Data Science, Data Visualization, Foreign Languages, geopolitics, National Security, technologists, Technology, Washington DC","Work Experience: 0-5, 5-10, 10+",https://www.profellow.com/fellowship/georgetown-university-center-for-security-and-emerging-technology-research-fellow/
Department of Energy National Nuclear Security Administration Stewardship Science Graduate Fellowship,Type: Doctoral Fellowships,"The Department of Energy National Nuclear Security Administration Stewardship Science Graduate Fellowship (DOE NNSA SSGF) is open to any U.S. citizen planning full-time, uninterrupted study toward a doctoral degree at an accredited U.S. university. Those eligible to apply to include senior undergraduate students and first- and second-year graduate students focusing their studies on high energy density physics, nuclear science, or properties of materials under extreme conditions and hydrodynamics. Recipients will receive a $38,000 yearly stipend; payment of full tuition and required fees during the appointment period at any accredited U.S. university; a term of up to four years, subject to annual renewal, and other benefits.","Disciplines: Science, Engineering, Technology",U.S. Department of Energy,"Keywords: Doctoral Study, Engineering, Federal Government, Full Funding, Nuclear Sciences, Science, STEM, US Department of Energy (DOE)",Work Experience: Any,https://www.profellow.com/fellowship/department-of-energy-national-nuclear-security-administration-stewardship-science-graduate-fellowship/
Department of Energy National Nuclear Security Administration Laboratory Residency Graduate Fellowship,Type: Masters Fellowships,"The DOE NNSA LRGF is open to U.S. citizens engaged in full-time study toward a doctoral degree at an accredited U.S. university. The fellowship requires a university program of study that includes courses in the physical, engineering, mathematical and/or computer sciences. Fellows must also complete a minimum of two 12-week laboratory residencies at one of four approved NNSA facilities. Benefits include a $38,000 yearly stipend; payment of full tuition and required fees during the appointment period at any accredited U.S. university; an annual $2,000 academic allowance for research or professional development expenses, and more.","Disciplines: Education, Science, Technology",U.S. Department of Energy,"Keywords: Applied Physics, Applied Science, Computer Science, Doctoral Fellowship, Doctoral Study, Federal Government, Full Funding, Math, PhD, Science, STEM, United States",Work Experience: Any,https://www.profellow.com/fellowship/department-of-energy-national-nuclear-security-administration-laboratory-residency-graduate-fellowship/
AAUW Community Action Grants,Type: Professional Fellowships,"Community Action Grants provide funds to individuals, AAUW branches, and AAUW state organizations as well as local community-based nonprofit organizations for innovative programs or non-degree research projects that promote education and equity for women and girls. Grant projects must have a direct public impact, be nonpartisan, and take place within the United States or its territories. Special consideration is given to projects focused on K–12 and community college girls’ and women’s achievements in science, technology, engineering, or math.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Creative Arts, Communications, Engineering, Public Service, Technology, Law, International Affairs",American Association of University Women (AAUW),"Keywords: Community Development, Non-profit, Self-designed Project, Social Impact, United States, Women","Work Experience: 0-5, 5-10, 10+",https://www.profellow.com/fellowship/aauw-community-action-grants/
Fulbright-Nehru Academic and Professional Excellence Fellowships,Type: Post-doctoral Fellowships,"The Fulbright-Nehru Academic and Professional Excellence Fellowships aim to provide Indian faculty, researchers, and professionals the opportunity to teach, conduct research, or carry out a combination of teaching and research at a U.S. institution. Depending on the U.S. host institution, it is likely that the grantee may contribute towards developing a curriculum and conducting workshops and seminars. These fellowships are for four to nine months.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Creative Arts, Communications, Engineering, Public Service, Technology, Law, International Affairs",United States-India Educational Foundation (USIEF),"Keywords: Faculty, Fulbright, India, Post-doctoral, Post-doctoral scho, Professional, United States","Work Experience: 5-10, 10+",https://www.profellow.com/fellowship/fulbright-nehru-academic-and-professional-excellence-fellowships/
National Churchill Library and Center Graduate Research Fellowships,"Type: Doctoral Fellowships, Masters Fellowships","The National Churchill Library and Center Research Graduate Fellowship Program provide $7,500 awards for short-term research projects focused on topics of relevance to Winston Churchill’s example of global leadership. Applications from a broad range of academic disciplines, including but not limited to History, International Relations, Economics, World Affairs, and Public Policy are welcome. Grants will enable recipients to travel to special collections and archives around the globe in support of their research. Applicants must be graduate students currently enrolled in either a master’s or a doctoral program.","Disciplines: Education, Social Sciences / Liberal Arts, Business, Public Service, Technology, International Affairs",George Washington University,"Keywords: Business, Data Science, Doctoral Study, Economics, Graduate Study, History, International Affairs, International Education, International Relations, Political Science, Public Health, Public Policy, Research, Short-term, Social Sciences Research, Sociology, Washington DC, Women's Studies",Work Experience: Any,https://www.profellow.com/fellowship/national-churchill-library-and-center-graduate-research-fellowships/
